1.855E3
763.6
335.5
162.6
91.65
62.67
51.14
46.83
45.44
45.15
45.23
45.39
45.54
45.67
45.79
45.89
45.98
46.06
46.12
46.12
46.07
45.93
45.70
45.35
44.90
44.34
43.69
42.96
42.18
41.35
40.50
39.65
38.82
38.01
37.23
36.49
35.80
35.15
34.55
34.01
33.51
33.06
32.65
32.29
31.98
31.70
31.47
31.27
31.11
30.98
30.89
